Date,Revenue,Exchange_Rate_NGN_USD,Inflation_Rate_Percent
2007-05-31,473511.98981164803,443.6160318360339,10.57430843464567
2007-06-30,525663.3716556678,409.1671002869176,12.212860455383794
2007-07-31,504853.877467402,509.4901466608836,11.49004556515829
2007-08-31,548432.2495266445,359.5850857322424,15.007985977165378
2007-09-30,464897.3453061324,358.0139078909612,6.698060383213976
2007-10-31,483616.8926701116,370.0303677277989,14.183013703844924
2007-11-30,480394.59234339214,300.0,14.492170384995259
2007-12-31,426824.2525933941,373.71224891596194,7.853219535183701
2008-01-31,514806.0138532288,362.0433669223151,11.314624811839302
2008-02-29,513052.7636089945,407.5196893238104,11.257118268008417
2008-03-31,500255.67283212306,417.087798788858,9.184976610564357
2008-04-30,488270.64333124267,493.8085419607943,10.44436662481825
2008-05-31,429231.4628974793,447.5211919093025,9.778848309068342
2008-06-30,478967.73386173206,371.15481721687985,15.504540886847245
2008-07-31,482864.27417366154,355.07926643258213,13.871356786294923
2008-08-31,459886.13653891906,424.5959585753253,14.543110189988317
2008-09-30,491935.71441669954,333.9883396489679,13.443344128086471
2008-10-31,520202.5428407269,491.5729382927177,9.741896457565542
2008-11-30,594309.2950605265,458.97200603606433,10.950959467440452
2008-12-31,508728.890641592,376.5412173947648,12.978749122455836
2009-01-31,512877.5195361382,314.3432735454561,9.555744382216108
2009-02-28,496277.7042116916,467.69361870827066,13.425996860344776
2009-03-31,404061.4392350479,394.2730077373691,11.51934920368373
2009-04-30,498674.30622753914,461.8908155986731,11.250358384900805
2009-05-31,503011.51049705135,320.27861706028165,13.421919936406983
2009-06-30,623162.1056242643,370.03124885231136,12.88852662297208
2009-07-31,490381.95176094386,400.26218498590913,11.27806766836184
2009-08-31,515077.3671166806,402.3490296882371,14.318659606728495
2009-09-30,498264.4115147378,377.4967264260378,9.837873344800204
2009-10-31,441566.0981190234,431.14249661737495,13.231871213888528
2009-11-30,557141.140725751,346.61897853087027,13.186202515936767
2009-12-31,537596.6516343387,392.8810257489353,11.380907121372019
2010-01-31,539551.5973521523,406.01478158559496,12.652266044484236
2010-02-28,454530.6272602631,425.72194170293744,9.497772847229394
2010-03-31,570139.715546805,435.5807439044445,13.848054038413801
2010-04-30,429907.44686038594,343.76789540810654,11.630195727114021
2010-05-31,529342.8546900136,323.2942914632189,10.95455395896192
2010-06-30,609522.7812904989,463.88384109492546,14.098018451673779
2010-07-31,450473.1837434656,416.6157005989796,10.59131261891448
2010-08-31,471685.1135198614,362.5756731721723,9.183077407272881
2010-09-30,504982.56825438206,477.55759877612616,8.886741652952193
2010-10-31,474826.21729419,405.78373171464295,13.21201990269128
2010-11-30,422466.82844669337,458.96485920319134,9.439141295007435
2010-12-31,503428.1487403014,403.37592407050545,15.50958836396873
2011-01-31,446884.8143136948,503.03739624409934,7.836141184232556
2011-02-28,523679.6215317591,487.7670421221602,15.392912736580076
2011-03-31,454028.7882883098,387.5517925760463,12.422034934405238
2011-04-30,577496.720250877,448.5785475477178,11.806573776259215
2011-05-31,460837.33538318815,432.2687974792574,10.910161826382101
2011-06-30,483896.9241897162,468.43157787661744,12.798272228704143
2011-07-31,540675.8608684835,351.7538269709948,11.924730595150303
2011-08-31,438456.7841783022,434.30257299992195,14.206603764033042
2011-09-30,511372.9967302065,452.9212243424794,12.228455297324079
2011-10-31,565357.1377141214,312.06302567884427,12.300603522923755
2011-11-30,419625.8382719386,340.83707436671125,11.272775575572288
2011-12-31,509231.6929266152,300.0,11.886108752557865
2012-01-31,512994.13971242117,386.5296582777721,12.615603537784118
2012-02-29,539091.1435888655,435.8771127897981,8.579663214686748
2012-03-31,438152.4644560959,475.1178526048014,9.303629155788574
2012-04-30,433977.1693457862,403.70473902098877,13.48652818804543
2012-05-31,526097.0782808448,481.4307772785646,12.341730876255884
2012-06-30,514849.2336616593,330.99492708925544,11.632033327294641
2012-07-31,512524.6425172938,314.83087803224225,12.036867866130786
2012-08-31,517322.41047484876,397.22261505516906,12.695163410723342
2012-09-30,465998.76392107544,419.20327244696534,10.920480639381276
2012-10-31,511612.6848580502,398.36526259529535,10.443390549195374
2012-11-30,514653.6236649341,300.0,12.391690510195364
2012-12-31,464282.4290986816,395.5439980243606,10.043254444769936
2013-01-31,593288.7255572379,334.7765249747573,12.816505511428943
2013-02-28,523691.64604558935,433.48362744150194,8.594832791524318
2013-03-31,440434.82513986755,418.3299123048424,14.058311274651288
2013-04-30,532827.6804316915,353.0060106836322,12.945194964826086
2013-05-31,451265.91648863396,374.30665413316535,12.51205946862775
2013-06-30,539354.2301871226,347.0393239055524,13.965381967891028
2013-07-31,557929.7789503701,396.8660451363414,15.330948888925153
2013-08-31,458965.8840824145,447.7571160250619,14.028740130036262
2013-09-30,548168.8064622161,350.7136976832228,8.31825153733671
2013-10-31,520639.0463468249,425.20232577589223,9.440846066528596
2013-11-30,541103.0079997245,373.48711908137795,10.750362844608642
2013-12-31,594839.6491326974,360.3563583868828,12.052182100421668
2014-01-31,487730.59419985645,394.6484820022721,13.035318040938247
2014-02-28,462313.1917821255,348.2378838790313,10.548512373693068
2014-03-31,455524.27851872385,372.3175347326409,12.373533528954157
2014-04-30,459209.48575172806,340.1061053705576,10.489234135293355
2014-05-31,496144.91452929477,498.2362566458195,10.776964394016103
2014-06-30,517057.5987408322,401.7631775985864,9.186677806303555
2014-07-31,513834.53996650095,365.0137246003707,10.153533507778192
2014-08-31,541359.1624518012,410.6989955367111,9.296630788767333
2014-09-30,500650.09459389537,394.3835975154585,10.048253494045335
2014-10-31,572676.7038578659,388.95152002333884,14.10728359321568
2014-11-30,486767.1583381022,430.7083350021713,10.101202222336115
2014-12-31,636008.458329481,437.87538550236525,17.26476412967478
2015-01-31,531283.3673882503,373.4749426194736,12.986635801761778
2015-02-28,457142.12217918586,371.209087967766,12.369672247389747
2015-03-31,446455.3750969444,386.2474151424178,10.283284439637573
2015-04-30,524123.6207621593,300.0,13.400619758817983
2015-05-31,488826.86073370744,324.2404468900724,10.848724347524453
2015-06-30,535700.0247046046,468.34371337222626,12.244019629290722
2015-07-31,523661.88122867723,482.2483856750642,17.12016907653759
2015-08-31,496358.55436715635,387.5481980221811,11.8078802005507
2015-09-30,457660.31409657974,428.8278481527883,14.298546652571352
2015-10-31,424257.6387657068,415.5625077271768,10.593647149748225
2015-11-30,477674.2523966489,553.9440404227619,11.930023019006077
2015-12-31,542819.9397161736,455.97874557172884,15.54160127127102
2016-01-31,510704.6872065102,393.6041204259617,10.746065884424466
2016-02-29,437713.0610644006,352.22297796997873,15.624897115993857
2016-03-31,508659.0462925591,319.6776839871214,13.415503870910952
2016-04-30,519265.8689864418,410.17318179336115,10.875066448211465
2016-05-31,455807.1281899434,362.18246273578484,13.264815478111043
2016-06-30,507686.2552972764,328.8873145201163,13.94510889925346
2016-07-31,502910.4359223,367.67135578787367,13.243619924434393
2016-08-31,442851.48510846886,345.92259981928026,8.859550560219088
2016-09-30,517889.3680174142,484.3570817536282,10.545725648350263
2016-10-31,528039.2263184118,444.08198784747253,11.50496272889699
2016-11-30,554152.5621587639,399.6013679341691,11.851133141799908
2016-12-31,552690.1026017452,473.9972069445013,13.241344195101355
2017-01-31,431116.53160214546,403.86841538238093,12.355402001866508
2017-02-28,453108.7480042439,356.9357899335868,9.329311282579798
2017-03-31,525751.763360433,476.15620386348286,12.760395702011927
2017-04-30,525689.2975456105,426.9455021842329,13.221171490567647
2017-05-31,525752.3843153024,348.1376922836772,13.119580895862079
2017-06-30,692636.5745327361,390.4830660958196,14.161561451109243
2017-07-31,528544.5255346583,356.21908733076214,13.667844309097807
2017-08-31,556778.28200903,330.8600134517832,12.918360158456874
2017-09-30,547700.0881746601,446.3088773765821,11.859668577082706
2017-10-31,532569.5625652899,495.47083202350655,8.678078132968018
2017-11-30,484236.5377679827,330.07162130904294,12.859236438265171
2017-12-31,537948.4610246634,428.1484618345285,12.415375374326223
2018-01-31,461358.7392731214,367.46787154390864,12.543157674390747
2018-02-28,488159.06966299954,375.6437308117652,9.446502848359382
2018-03-31,475731.82260854484,370.38030378805655,9.837886919183475
2018-04-30,504093.7069693161,356.8004615160092,14.106305706665808
2018-05-31,615732.9283336755,402.4260813972414,11.92088969228669
2018-06-30,406636.7403704126,358.4524941794481,13.363001394745249
2018-07-31,534313.0095187257,413.5228412889919,12.056636752260923
2018-08-31,419364.20644051745,397.4880945275431,12.059512278991491
2018-09-30,476403.4067105283,388.0525976566795,13.876567611951995
2018-10-31,554447.5298483683,354.6218168979201,10.967910543565253
2018-11-30,503214.00095477316,371.16143347158334,12.192241553881967
2018-12-31,446112.7611035347,437.7695612912878,11.075449422589916
2019-01-31,464234.8145370016,425.04585938121903,11.131007545135368
2019-02-28,533979.8874467338,351.12223776007244,11.381655753062722
2019-03-31,463481.66841414315,404.9666152714613,12.444267543267426
2019-04-30,510822.92947909876,437.5693561685895,11.042502756673045
2019-05-31,502278.5919951907,316.5297359439314,14.511512251147042
2019-06-30,467419.98261970916,427.16800961899673,10.210785395560992
2019-07-31,607197.2044662663,366.86881205270765,11.626256711677282
2019-08-31,531695.9511159005,428.52993342965794,11.12053788345165
2019-09-30,398742.8706671196,361.83704217287413,14.893955768707466
2019-10-31,509322.71573847136,309.75589496677406,12.39310955302315
2019-11-30,466910.67676158063,318.6228781058419,14.06368907893727
2019-12-31,542621.6667398112,402.4042473330691,9.028879253926057
2020-01-31,460373.96307836496,412.9861250860741,12.534100531738517
2020-02-29,494263.17792665504,354.78416874477955,13.779261591246874
2020-03-31,525249.3639490228,431.9296229388687,12.16456797855085
2020-04-30,543287.759708506,316.923996886552,14.130960750130702
2020-05-31,439985.1796472112,396.6960100676342,10.965423099799256
2020-06-30,483274.9382079526,339.44919001187714,14.81869488037116
2020-07-31,476252.7344419522,367.40819460989206,16.5977962472385
2020-08-31,467333.5383713144,402.3699335658207,11.274322879120682
2020-09-30,588272.7120140549,356.97933173580236,11.108994957198457
2020-10-31,520249.0855480478,380.7722227885087,14.906768954235401
2020-11-30,436955.80228324776,450.31464046072205,15.159144291461425
2020-12-31,545893.0973527388,371.15540652384254,10.954279945693463
2021-01-31,606107.8098506316,441.7846056032571,11.159626365808286
2021-02-28,551623.2630275573,343.5146572671191,11.436430782278986
2021-03-31,424031.50170229934,426.4902088957641,9.311098977931445
2021-04-30,475788.29635668744,472.078431032895,10.162696107031604
2021-05-31,563345.5574593311,300.0,9.991718466495865
2021-06-30,464616.52671906096,360.1552372264762,10.464404869791743
2021-07-31,522190.97140731144,428.853606359027,11.930630225226437
2021-08-31,538731.7026714669,389.84773069785035,12.468429465073042
2021-09-30,453653.47642109584,418.5572936685654,15.101000985628154
2021-10-31,497023.73219691,369.80074066420894,10.003291918522418
2021-11-30,337936.63299654634,404.329489373645,13.968644796953168
2021-12-31,448780.61793328554,392.21613823039604,11.572022311548983
2022-01-31,487371.592430342,458.38910308299035,11.901072580695134
2022-02-28,437610.84090175753,412.7210421650607,13.349638984333208
2022-03-31,581620.5651965818,416.8801331037601,9.754555956875404
2022-04-30,428492.9311019684,379.4061516938766,12.764819492368101
2022-05-31,477997.77566515084,375.6196887963753,12.332904416426112
2022-06-30,506537.0288643046,378.372090609019,12.984902528016299
2022-07-31,572063.6644533058,419.7226071189148,12.578337287815636
2022-08-31,428206.89244102803,378.95077595898687,16.91060027982179
2022-09-30,558158.187607748,414.48874284482065,10.724520031497368
2022-10-31,500511.65305097937,503.77003993227197,10.938006089996364
2022-11-30,450924.56744760246,443.5562351715846,10.753718947150471
2022-12-31,523105.17371316353,383.69882339160796,10.88904576167949
2023-01-31,509952.9847786735,460.06069610819725,10.725225745386965
2023-02-28,469989.1561420603,379.5962313489224,14.378033062215103
2023-03-31,503490.10424950096,300.0,14.84100849597971
2023-04-30,480734.32015691197,349.5956844541298,10.858507412501048
2023-05-31,505675.8672625624,306.4604039487072,10.335288853791543
2023-06-30,533106.5337260524,382.42432579793456,12.942831112772808
2023-07-31,579300.8408072676,400.9209189594776,10.895553911438057
2023-08-31,438109.2250586575,483.82186561376415,13.265863635511021
2023-09-30,606651.6687328133,416.34636868820814,12.405846041702599
2023-10-31,402395.6100238749,389.0449735595568,8.968511770005536
2023-11-30,492410.74524822086,441.47027905917446,15.095010402660122
2023-12-31,529415.8603242289,300.0,15.591755346191043
